state,county,state_and_county_fips_code,beneficiaries_with_part_a_and_part_b,ffs_beneficiaries,ma_beneficiaries,ma_participation_rate,average_age,total_actual_costs,actual_per_capita_costs,year
Washington,Jefferson,53031,7961,7521,440,5.53 %,73,50425863.81,6704.68,2008
Washington,King,53033,206755,152198,54557,26.39 %,72,1152502208.77,7572.39,2008
Washington,Kitsap,53035,33702,28002,5700,16.91 %,71,195034327.5,6965.01,2008
Washington,Kittitas,53037,5368,4851,517,9.63 %,73,29436678.71,6068.17,2008
Washington,Klickitat,53039,4003,3520,483,12.07 %,71,26002995.16,7387.21,2008
Washington,Lewis,53041,14689,11205,3484,23.72 %,71,79429073.89,7088.72,2008
Washington,Lincoln,53043,2373,2192,181,7.63 %,73,17367911.86,7923.32,2008
Washington,Mason,53045,11868,9261,2607,21.97 %,71,61310971.88,6620.34,2008
Washington,Okanogan,53047,7725,6634,1091,14.12 %,71,44237852.9,6668.35,2008
Washington,Pacific,53049,5850,5290,560,9.57 %,72,44059283.45,8328.79,2008
Washington,Pend Oreille,53051,2328,2034,294,12.63 %,70,13470614.97,6622.72,2008
Washington,Pierce,53053,96465,75602,20863,21.63 %,71,560822446.75,7418.09,2008
Washington,San Juan,53055,3280,2782,498,15.18 %,73,16003933.11,5752.67,2008
Washington,Skagit,53057,20045,14925,5120,25.54 %,72,108157651.41,7246.74,2008
Washington,Skamania,53059,1495,1160,335,22.41 %,71,8312197.58,7165.69,2008
Washington,Snohomish,53061,75227,49306,25921,34.46 %,71,364649531.13,7395.64,2008
Washington,Spokane,53063,69277,55899,13378,19.31 %,72,430199825.8,7696.02,2008
Washington,Stevens,53065,8372,7071,1301,15.54 %,71,49310046.49,6973.56,2008
Washington,Thurston,53067,35210,23837,11373,32.30 %,71,155716792.16,6532.57,2008
Washington,UNKNOWN,53999,0,0,0,*,0,0,0,2008
Washington,Wahkiakum,53069,997,701,296,29.69 %,72,4765901.13,6798.72,2008
Washington,Walla Walla,53071,9529,8098,1431,15.02 %,74,53056922.15,6551.86,2008
Washington,Whatcom,53073,28124,20908,7216,25.66 %,72,143254623.74,6851.67,2008
Washington,Whitman,53075,4338,4006,332,7.65 %,74,36923125.97,9216.96,2008
Washington,Yakima,53077,31340,26652,4688,14.96 %,72,197124023.57,7396.22,2008
Wisconsin,Adams,55001,5201,4320,881,16.94 %,71,30334166.35,7021.8,2008
Wisconsin,Ashland,55003,3242,2650,592,18.26 %,72,19246424.64,7262.8,2008
Wisconsin,Barron,55005,9199,6652,2547,27.69 %,73,52750383.37,7930,2008
Wisconsin,Bayfield,55007,3361,2569,792,23.56 %,72,18842642.56,7334.62,2008
Wisconsin,Brown,55009,31534,21675,9859,31.26 %,72,151246203.62,6977.91,2008
Wisconsin,Buffalo,55011,2715,1984,731,26.92 %,73,13951584.38,7032.05,2008
Wisconsin,Burnett,55013,4050,3043,1007,24.86 %,72,19549673.31,6424.47,2008
Wisconsin,Calumet,55015,5770,2934,2836,49.15 %,72,19652120.59,6698.06,2008
Wisconsin,Chippewa,55017,10007,7228,2779,27.77 %,73,54047568.73,7477.53,2008
Wisconsin,Clark,55019,5879,3702,2177,37.03 %,73,27019285.16,7298.56,2008
Wisconsin,Columbia,55021,8893,6984,1909,21.47 %,73,48795879.28,6986.81,2008
Wisconsin,Crawford,55023,3332,2299,1033,31.00 %,71,16425201.53,7144.5,2008
Wisconsin,Dane,55025,51844,40661,11183,21.57 %,72,292929739.61,7204.19,2008
Wisconsin,Dodge,55027,13876,10843,3033,21.86 %,74,75053043.41,6921.8,2008
Wisconsin,Door,55029,6946,5605,1341,19.31 %,74,38802006,6922.75,2008
Wisconsin,Douglas,55031,7735,5861,1874,24.23 %,71,47272567.62,8065.61,2008
Wisconsin,Dunn,55033,6308,4576,1732,27.46 %,70,31517336.39,6887.53,2008
Wisconsin,Eau Claire,55035,14486,10477,4009,27.67 %,72,71941240.61,6866.59,2008
Wisconsin,Florence,55037,1063,857,206,19.38 %,72,5119974.42,5974.3,2008
Wisconsin,Fond du Lac,55039,15963,11088,4875,30.54 %,73,70044174.89,6317.12,2008
Wisconsin,Forest,55041,2208,1693,515,23.32 %,73,11909044.95,7034.29,2008
Wisconsin,Grant,55043,8833,5750,3083,34.90 %,73,37536629.48,6528.11,2008
Wisconsin,Green,55045,5791,4818,973,16.80 %,73,35378430.91,7342.97,2008
Wisconsin,Green Lake,55047,3981,2622,1359,34.14 %,73,18703335.92,7133.23,2008
Wisconsin,Iowa,55049,3351,2678,673,20.08 %,73,18826023.98,7029.88,2008
Wisconsin,Iron,55051,1703,1134,569,33.41 %,73,7228465.48,6374.31,2008
Wisconsin,Jackson,55053,3489,2153,1336,38.29 %,71,13916404.9,6463.73,2008
Wisconsin,Jefferson,55055,12114,10132,1982,16.36 %,71,73004563.01,7205.35,2008
Wisconsin,Juneau,55057,5171,3977,1194,23.09 %,72,27181814.54,6834.75,2008
Wisconsin,Kenosha,55059,21119,19081,2038,9.65 %,72,165204017.8,8658.04,2008
Wisconsin,Kewaunee,55061,3488,2488,1000,28.67 %,73,16662000.15,6696.95,2008
Wisconsin,La Crosse,55063,16711,9734,6977,41.75 %,71,60608749.96,6226.5,2008
Wisconsin,Lafayette,55065,2781,1966,815,29.31 %,73,15258682.56,7761.28,2008
Wisconsin,Langlade,55067,4606,3410,1196,25.97 %,73,24782913,7267.72,2008
Wisconsin,Lincoln,55069,6004,4140,1864,31.05 %,73,34860523.97,8420.42,2008
Wisconsin,Manitowoc,55071,15206,11312,3894,25.61 %,74,81420959.08,7197.75,2008
Wisconsin,Marathon,55073,20032,13332,6700,33.45 %,73,100645072.06,7549.14,2008
Wisconsin,Marinette,55075,9430,6949,2481,26.31 %,73,49465172.01,7118.32,2008
Wisconsin,Marquette,55077,3660,2893,767,20.96 %,72,19721783.33,6817.07,2008
Wisconsin,Menominee,55078,621,439,182,29.31 %,67,3542573.17,8069.64,2008
Wisconsin,Milwaukee,55079,128069,97076,30993,24.20 %,72,899031915.62,9261.11,2008
Wisconsin,Monroe,55081,6681,4518,2163,32.38 %,71,28798585.07,6374.19,2008
Wisconsin,Oconto,55083,6887,4511,2376,34.50 %,72,32361422.66,7173.89,2008
Wisconsin,Oneida,55085,9358,6939,2419,25.85 %,72,48121418.89,6934.92,2008
Wisconsin,Outagamie,55087,22894,12653,10241,44.73 %,72,81828429.23,6467.12,2008
Wisconsin,Ozaukee,55089,13526,10261,3265,24.14 %,74,74255193.93,7236.64,2008
Wisconsin,Pepin,55091,1489,1136,353,23.71 %,73,7819734.24,6883.57,2008
Wisconsin,Pierce,55093,4720,3521,1199,25.40 %,73,25378458.74,7207.74,2008
Wisconsin,Polk,55095,7685,5794,1891,24.61 %,73,47541904.24,8205.37,2008
Wisconsin,Portage,55097,9812,7114,2698,27.50 %,72,50733084.09,7131.44,2008
Wisconsin,Price,55099,3416,2538,878,25.70 %,72,18902525,7447.8,2008
Wisconsin,Racine,55101,29548,22606,6942,23.49 %,72,186174403.94,8235.62,2008
Wisconsin,Richland,55103,3293,2636,657,19.95 %,73,17794012.52,6750.38,2008
Wisconsin,Rock,55105,24512,21074,3438,14.03 %,72,144407641.23,6852.41,2008
Wisconsin,Rusk,55107,3230,2156,1074,33.25 %,72,14581785.16,6763.35,2008
Wisconsin,Sauk,55111,9759,7188,2571,26.34 %,73,49690797.14,6913.02,2008
Wisconsin,Sawyer,55113,4054,3136,918,22.64 %,72,21088736.55,6724.72,2008
Wisconsin,Shawano,55115,7928,4378,3550,44.78 %,73,32323214.19,7383.1,2008
Wisconsin,Sheboygan,55117,18297,13386,4911,26.84 %,73,90383158.7,6752.07,2008
Wisconsin,St. Croix,55109,8688,6664,2024,23.30 %,73,53474311.05,8024.36,2008
Wisconsin,Taylor,55119,3414,2323,1091,31.96 %,73,19375502.34,8340.72,2008
Wisconsin,Trempealeau,55121,4962,2968,1994,40.19 %,73,22707354.17,7650.73,2008
Wisconsin,UNKNOWN,55999,0,0,0,*,0,0,0,2008
Wisconsin,Vernon,55123,5484,2822,2662,48.54 %,72,18185696.64,6444.26,2008
Wisconsin,Vilas,55125,6567,5311,1256,19.13 %,73,35237223.31,6634.76,2008
Wisconsin,Walworth,55127,14554,13070,1484,10.20 %,73,97264937.09,7441.85,2008
Wisconsin,Washburn,55129,3997,3144,853,21.34 %,72,20610810.85,6555.6,2008
Wisconsin,Washington,55131,18419,13462,4957,26.91 %,73,102056245.03,7581.06,2008
Wisconsin,Waukesha,55133,57513,43460,14053,24.43 %,74,346654396.22,7976.4,2008
Wisconsin,Waupaca,55135,10259,6706,3553,34.63 %,74,48001822.12,7158.04,2008
Wisconsin,Waushara,55137,5210,3351,1859,35.68 %,72,23542411.56,7025.49,2008
Wisconsin,Winnebago,55139,24471,14880,9591,39.19 %,72,108476981.39,7290.12,2008
Wisconsin,Wood,55141,14127,9378,4749,33.62 %,73,65410303.97,6974.87,2008
West Virginia,Barbour,54001,3253,2708,545,16.75 %,69,18155190.61,6704.28,2008
West Virginia,Berkeley,54003,13229,11423,1806,13.65 %,70,81820035.23,7162.74,2008
West Virginia,Boone,54005,5318,4233,1085,20.40 %,66,30772699.58,7269.71,2008
West Virginia,Braxton,54007,2968,2164,804,27.09 %,69,13643632.35,6304.82,2008
West Virginia,Brooke,54009,5215,3157,2058,39.46 %,71,27837489.47,8817.7,2008
West Virginia,Cabell,54011,18981,13620,5361,28.24 %,70,104334951.78,7660.42,2008
West Virginia,Calhoun,54013,1836,1549,287,15.63 %,68,9849861.12,6358.85,2008
West Virginia,Clay,54015,2123,1496,627,29.53 %,67,9429185.45,6302.93,2008
West Virginia,Doddridge,54017,1020,758,262,25.69 %,69,5001518.44,6598.31,2008
West Virginia,Fayette,54019,10038,7555,2483,24.74 %,68,55255488.21,7313.76,2008
West Virginia,Gilmer,54021,1294,989,305,23.57 %,69,6372502.12,6443.38,2008
West Virginia,Grant,54023,2362,1965,397,16.81 %,70,11408028.41,5805.61,2008
West Virginia,Greenbrier,54025,8299,6748,1551,18.69 %,70,48172350.8,7138.76,2008
West Virginia,Hampshire,54027,4109,3490,619,15.06 %,70,26673386.05,7642.8,2008
West Virginia,Hancock,54029,6916,4763,2153,31.13 %,72,40628403.69,8530,2008
West Virginia,Hardy,54031,2525,2016,509,20.16 %,70,13165801.81,6530.66,2008
West Virginia,Harrison,54033,13936,11428,2508,18.00 %,70,83753989.44,7328.84,2008
West Virginia,Jackson,54035,6161,5156,1005,16.31 %,70,35685186.77,6921.1,2008
West Virginia,Jefferson,54037,6535,5512,1023,15.65 %,71,41664770.91,7558.92,2008
West Virginia,Kanawha,54039,40657,29219,11438,28.13 %,70,225531374.09,7718.65,2008
West Virginia,Lewis,54041,3765,2749,1016,26.99 %,70,17607877.77,6405.19,2008
West Virginia,Lincoln,54043,4640,3175,1465,31.57 %,66,22275565.1,7015.93,2008
West Virginia,Logan,54045,8560,6716,1844,21.54 %,65,51653054.27,7691.04,2008
West Virginia,Marion,54049,11736,9848,1888,16.09 %,71,79673054.67,8090.28,2008
West Virginia,Marshall,54051,6358,4073,2285,35.94 %,71,30629039.02,7520.02,2008
West Virginia,Mason,54053,5496,4632,864,15.72 %,70,35847739.45,7739.15,2008
West Virginia,McDowell,54047,6231,5096,1135,18.22 %,64,31283930.91,6138.92,2008
West Virginia,Mercer,54055,14967,12171,2796,18.68 %,69,85839719.95,7052.81,2008
West Virginia,Mineral,54057,5465,4766,699,12.79 %,71,40118305.15,8417.6,2008
West Virginia,Mingo,54059,6666,5180,1486,22.29 %,63,37630460.71,7264.57,2008
West Virginia,Monongalia,54061,10329,7919,2410,23.33 %,71,64876513.09,8192.51,2008
West Virginia,Monroe,54063,3099,2565,534,17.23 %,70,19753290.76,7701.09,2008
West Virginia,Morgan,54065,3315,2971,344,10.38 %,71,21956874.9,7390.4,2008
West Virginia,Nicholas,54067,6056,4538,1518,25.07 %,68,28938558.01,6376.94,2008
West Virginia,Ohio,54069,10099,5617,4482,44.38 %,72,39783588.68,7082.71,2008
West Virginia,Pendleton,54071,1806,1459,347,19.21 %,72,10030534.86,6874.94,2008
West Virginia,Pleasants,54073,1452,1077,375,25.83 %,69,7871352.68,7308.59,2008
West Virginia,Pocahontas,54075,1953,1547,406,20.79 %,70,11152047.09,7208.82,2008
West Virginia,Preston,54077,6081,4981,1100,18.09 %,70,35959784.09,7219.39,2008
West Virginia,Putnam,54079,9251,6729,2522,27.26 %,70,49188746.28,7309.96,2008
West Virginia,Raleigh,54081,17102,13977,3125,18.27 %,68,100696527.58,7204.44,2008
West Virginia,Randolph,54083,6140,5116,1024,16.68 %,69,36168424.14,7069.67,2008
West Virginia,Ritchie,54085,2412,1986,426,17.66 %,69,12729001.1,6409.37,2008
West Virginia,Roane,54087,3436,2503,933,27.15 %,67,18170301.49,7259.41,2008
West Virginia,Summers,54089,3156,2555,601,19.04 %,69,18289768.05,7158.42,2008
West Virginia,Taylor,54091,3143,2694,449,14.29 %,70,33729701.51,12520.3,2008
West Virginia,Tucker,54093,1667,1285,382,22.92 %,71,8457747.72,6581.9,2008
West Virginia,Tyler,54095,2092,1519,573,27.39 %,70,11380680.64,7492.22,2008
West Virginia,UNKNOWN,54999,0,0,0,*,0,0,0,2008
West Virginia,Upshur,54097,4581,3390,1191,26.00 %,70,20591299.37,6074.13,2008
West Virginia,Wayne,54099,8714,6503,2211,25.37 %,68,44994580.19,6919.05,2008
West Virginia,Webster,54101,2264,1675,589,26.02 %,67,11480423.84,6853.98,2008
West Virginia,Wetzel,54103,3800,2466,1334,35.11 %,71,17273963.47,7004.85,2008
West Virginia,Wirt,54105,1163,940,223,19.17 %,67,7163066.96,7620.28,2008
West Virginia,Wood,54107,18369,15552,2817,15.34 %,70,117826698.74,7576.31,2008
West Virginia,Wyoming,54109,5896,4744,1152,19.54 %,64,29608117.21,6241.17,2008
Wyoming,Albany,56001,3280,3115,165,5.03 %,72,18375627.77,5899.08,2008
Wyoming,Big Horn,56003,2178,2066,112,5.14 %,73,13776199.38,6668.05,2008
Wyoming,Campbell,56005,2786,2653,133,4.77 %,70,19812492.64,7467.96,2008
Wyoming,Carbon,56007,2242,2071,171,7.63 %,72,14054073.06,6786.13,2008
Wyoming,Converse,56009,1912,1857,55,2.88 %,72,15214695.96,8193.16,2008
Wyoming,Crook,56011,1122,1077,45,4.01 %,73,6979088.48,6480.12,2008
Wyoming,Fremont,56013,6363,6105,258,4.05 %,72,41468506.11,6792.55,2008
Wyoming,Goshen,56015,2556,2370,186,7.28 %,73,14707993.03,6205.9,2008
Wyoming,Hot Springs,56017,1234,1185,49,3.97 %,72,8589026.85,7248.12,2008
Wyoming,Johnson,56019,1604,1540,64,3.99 %,73,8892774.82,5774.53,2008
Wyoming,Laramie,56021,12582,11609,973,7.73 %,71,82509170.67,7107.35,2008
Wyoming,Lincoln,56023,2292,2186,106,4.62 %,72,13878283.68,6348.71,2008
Wyoming,Natrona,56025,10312,9988,324,3.14 %,72,70255659.33,7034.01,2008
Wyoming,Niobrara,56027,539,525,14,2.60 %,73,4329330.08,8246.34,2008
Wyoming,Park,56029,5263,4994,269,5.11 %,73,31178411.54,6243.17,2008
Wyoming,Platte,56031,1798,1709,89,4.95 %,73,12446862.42,7283.13,2008
Wyoming,Sheridan,56033,4761,4619,142,2.98 %,73,26266661.23,5686.66,2008
Wyoming,Sublette,56035,920,879,41,4.46 %,72,5933112.11,6749.84,2008
Wyoming,Sweetwater,56037,4023,3596,427,10.61 %,71,23776414.85,6611.91,2008
Wyoming,Teton,56039,1883,1820,63,3.35 %,73,11212937.23,6160.95,2008
Wyoming,UNKNOWN,56999,0,0,0,*,0,0,0,2008
Wyoming,Uinta,56041,1991,1774,217,10.90 %,70,11984440.55,6755.6,2008
Wyoming,Washakie,56043,1570,1483,87,5.54 %,73,10842090.24,7310.92,2008
Wyoming,Weston,56045,1221,1169,52,4.26 %,74,7026618.97,6010.79,2008
Alaska,Aleutians East,02013,0,81,0,*,71,406220.64,5015.07,2009
Alaska,Aleutians West,02016,108,108,0,0.00 %,69,563047.31,5213.4,2009
Alaska,Anchorage,02020,22597,22201,396,1.75 %,69,167230369.68,7532.56,2009
Alaska,Bethel,02050,939,939,0,0.00 %,71,7556379.34,8047.26,2009
Alaska,Bristol Bay,02060,88,88,0,0.00 %,70,808794.76,9190.85,2009
Alaska,Denali,02068,0,141,0,*,68,986020.9,6993.06,2009
Alaska,Dillingham,02070,0,323,0,*,71,2894468.46,8961.2,2009
Alaska,Fairbanks North Star,02090,6729,6654,75,1.11 %,70,50897339.51,7649.13,2009
Alaska,Haines,02100,0,380,0,*,72,2445810.42,6436.34,2009
Alaska,Hoonah-Angoon,02105,70,70,0,0.00 %,69,461024.2,6586.06,2009
Alaska,Juneau,02110,2878,2843,35,1.22 %,70,22377942.92,7871.24,2009
Alaska,Kenai Peninsula,02122,6946,6753,193,2.78 %,70,56180625.98,8319.36,2009
Alaska,Ketchikan Gateway,02130,1620,1609,11,0.68 %,70,14735739.9,9158.32,2009
Alaska,Kodiak Island,02150,0,902,0,*,70,7638769.39,8468.7,2009
Alaska,Lake and Peninsula,02164,0,120,0,*,71,947961.19,7899.68,2009
Alaska,Matanuska-Susitna,02170,7585,7415,170,2.24 %,69,59641623.35,8043.37,2009
Alaska,Nome,02180,574,574,0,0.00 %,70,4667539.58,8131.6,2009
Alaska,North Slope,02185,0,348,0,*,70,4821145.53,13853.87,2009
Alaska,Northwest Arctic,02188,374,374,0,0.00 %,72,6351246.04,16981.94,2009
Alaska,Petersburg,02195,0,794,0,*,72,7799258.85,9822.74,2009
Alaska,Prince of Wales-Hyder,02198,483,483,0,0.00 %,69,3691928.84,7643.75,2009
Alaska,Sitka,02220,0,924,0,*,72,9148489.2,9900.96,2009
Alaska,Skagway,02230,0,282,0,*,71,1634332.05,5795.5,2009
Alaska,Southeast Fairbanks,02240,0,755,0,*,70,6111093.76,8094.16,2009
Alaska,UNKNOWN,02999,0,0,0,*,0,0,0,2009
Alaska,Valdez-Cordova,02261,935,924,11,1.18 %,70,7820213.26,8463.43,2009
Alaska,Wade Hampton,02270,434,434,0,0.00 %,72,3893512.17,8971.23,2009
Alaska,Wrangell,02275,0,0,0,*,0,0,0,2009
Alaska,Yakutat,02282,72,72,0,0.00 %,70,289249.75,4017.36,2009
Alaska,Yukon-Koyukuk,02290,0,558,0,*,72,3913408.95,7013.28,2009
Alabama,Autauga,01001,7699,5112,2587,33.60 %,70,42132756.16,8241.93,2009
Alabama,Baldwin,01003,33625,24555,9070,26.97 %,72,195274898.34,7952.55,2009
Alabama,Barbour,01005,5200,4078,1122,21.58 %,69,33310928.96,8168.45,2009
Alabama,Bibb,01007,3972,2528,1444,36.35 %,67,21773836.02,8613.07,2009
Alabama,Blount,01009,9715,5723,3992,41.09 %,70,48598126.15,8491.72,2009
Alabama,Bullock,01011,1684,1250,434,25.77 %,69,10738964.92,8591.17,2009
Alabama,Butler,01013,4268,3644,624,14.62 %,69,37204637.07,10209.83,2009
Alabama,Calhoun,01015,22379,19510,2869,12.82 %,69,182359072.1,9346.95,2009
Alabama,Chambers,01017,7474,6265,1209,16.18 %,70,50084342.82,7994.31,2009
Alabama,Cherokee,01019,5541,4648,893,16.12 %,69,38725310.47,8331.61,2009
Alabama,Chilton,01021,7204,4186,3018,41.89 %,70,40067314.52,9571.74,2009
Alabama,Choctaw,01023,3383,2980,403,11.91 %,69,23136418.13,7763.9,2009
Alabama,Clarke,01025,5386,4575,811,15.06 %,69,39563838.35,8647.83,2009
Alabama,Clay,01027,3047,2641,406,13.32 %,70,22934914.06,8684.18,2009
Alabama,Cleburne,01029,2938,2579,359,12.22 %,69,22316299.45,8653.08,2009
Alabama,Coffee,01031,8547,7590,957,11.20 %,71,56959120.62,7504.5,2009
Alabama,Colbert,01033,12166,10900,1266,10.41 %,70,94351949.07,8656.14,2009
Alabama,Conecuh,01035,2989,2572,417,13.95 %,68,23082306.41,8974.46,2009
Alabama,Coosa,01037,2510,2049,461,18.37 %,68,18681931.37,9117.58,2009
Alabama,Covington,01039,8427,7695,732,8.69 %,71,67071661.2,8716.27,2009
Alabama,Crenshaw,01041,2974,2338,636,21.39 %,70,18722744.4,8008.02,2009
Alabama,Cullman,01043,15725,12826,2899,18.44 %,71,109506371.43,8537.84,2009
Alabama,Dale,01045,8265,7500,765,9.26 %,69,58768429.49,7835.79,2009
Alabama,Dallas,01047,8590,6876,1714,19.95 %,68,65351577.81,9504.3,2009
Alabama,DeKalb,01049,12556,10665,1891,15.06 %,70,85923139.38,8056.55,2009
Alabama,Elmore,01051,11960,7901,4059,33.94 %,70,64702577.68,8189.16,2009
Alabama,Escambia,01053,7443,6700,743,9.98 %,69,62636723.04,9348.76,2009
Alabama,Etowah,01055,21622,17531,4091,18.92 %,70,168243237.5,9596.9,2009
Alabama,Fayette,01057,4157,3470,687,16.53 %,69,29564836,8520.13,2009
Alabama,Franklin,01059,6190,5536,654,10.57 %,69,48045667.17,8678.77,2009
Alabama,Geneva,01061,5894,5244,650,11.03 %,70,41298711.76,7875.42,2009
Alabama,Greene,01063,1871,1725,146,7.80 %,68,16292079.71,9444.68,2009
Alabama,Hale,01065,3195,2835,360,11.27 %,67,24251085.54,8554.17,2009
Alabama,Henry,01067,3662,2905,757,20.67 %,70,21325070.59,7340.82,2009
Alabama,Houston,01069,18223,15865,2358,12.94 %,70,127663199.09,8046.85,2009
Alabama,Jackson,01071,10692,9266,1426,13.34 %,70,81469385.91,8792.29,2009
Alabama,Jefferson,01073,105939,59932,46007,43.43 %,71,523250606,8730.74,2009
Alabama,Lamar,01075,3545,3225,320,9.03 %,70,27408645.02,8498.8,2009
Alabama,Lauderdale,01077,18323,16335,1988,10.85 %,71,119495379.48,7315.3,2009
Alabama,Lawrence,01079,6371,5699,672,10.55 %,69,50970370.69,8943.74,2009
Alabama,Lee,01081,14994,12916,2078,13.86 %,70,94302819.42,7301.24,2009
Alabama,Limestone,01083,11949,10278,1671,13.98 %,70,88398579.38,8600.76,2009
Alabama,Lowndes,01085,2262,1367,895,39.57 %,67,13576553.09,9931.64,2009
Alabama,Macon,01087,3545,2626,919,25.92 %,70,20608162.04,7847.74,2009
Alabama,Madison,01089,44036,38292,5744,13.04 %,71,316065589.09,8254.09,2009
Alabama,Marengo,01091,4599,3938,661,14.37 %,68,32282861.2,8197.78,2009
Alabama,Marion,01093,6478,5598,880,13.58 %,69,44235711.29,7902.06,2009
Alabama,Marshall,01095,16658,14464,2194,13.17 %,70,127236567.99,8796.78,2009
Alabama,Mobile,01097,64908,39090,25818,39.78 %,70,339438426.57,8683.51,2009
Alabama,Monroe,01099,4462,3824,638,14.30 %,69,30879209.27,8075.11,2009
Alabama,Montgomery,01101,32738,21795,10943,33.43 %,70,187606742.54,8607.79,2009
Alabama,Morgan,01103,20193,17798,2395,11.86 %,71,154692827.63,8691.58,2009
Alabama,Perry,01105,2336,2001,335,14.34 %,68,17056654.56,8524.07,2009
Alabama,Pickens,01107,4373,3951,422,9.65 %,68,35925278.09,9092.71,2009
Alabama,Pike,01109,5233,3899,1334,25.49 %,69,33347262.85,8552.77,2009
Alabama,Randolph,01111,4761,4231,530,11.13 %,70,36088918.67,8529.64,2009
Alabama,Russell,01113,8895,7316,1579,17.75 %,70,60021057.36,8204.08,2009
Alabama,Shelby,01117,22593,14066,8527,37.74 %,71,119744989.92,8513.08,2009
Alabama,St. Clair,01115,12740,7358,5382,42.24 %,69,62972907.43,8558.43,2009
Alabama,Sumter,01119,2631,2112,519,19.73 %,68,16912309.49,8007.72,2009
Alabama,Talladega,01121,15817,12167,3650,23.08 %,68,105939194.75,8707.09,2009
Alabama,Tallapoosa,01123,8922,7890,1032,11.57 %,69,68246227.57,8649.71,2009
Alabama,Tuscaloosa,01125,27422,22027,5395,19.67 %,69,209323787.31,9503.05,2009
Alabama,UNKNOWN,01999,0,0,0,*,0,0,0,2009
Alabama,Walker,01127,15474,10608,4866,31.45 %,69,96677872.51,9113.68,2009
Alabama,Washington,01129,3433,2949,484,14.10 %,69,24797477.19,8408.77,2009
Alabama,Wilcox,01131,2671,2291,380,14.23 %,66,17095483.93,7462.02,2009
Alabama,Winston,01133,5312,4438,874,16.45 %,69,42602198.04,9599.41,2009
Arkansas,Arkansas,05001,3753,3492,261,6.95 %,71,28481755.97,8156.29,2009
Arkansas,Ashley,05003,4518,4160,358,7.92 %,70,35479779.17,8528.79,2009
Arkansas,Baxter,05005,13492,10950,2542,18.84 %,72,77730753.11,7098.7,2009
Arkansas,Benton,05007,29732,21765,7967,26.80 %,72,170527589.35,7834.95,2009
Arkansas,Boone,05009,8323,6786,1537,18.47 %,71,46091510.48,6792.15,2009
Arkansas,Bradley,05011,2500,2289,211,8.44 %,71,22648236.77,9894.38,2009
Arkansas,Calhoun,05013,1142,1064,78,6.83 %,70,8070282.18,7584.85,2009
Arkansas,Carroll,05015,5662,4470,1192,21.05 %,71,25802704.09,5772.42,2009
Arkansas,Chicot,05017,2612,2517,95,3.64 %,70,21965943.6,8727.03,2009
Arkansas,Clark,05019,4017,3426,591,14.71 %,72,24239972.89,7075.3,2009
Arkansas,Clay,05021,4060,3524,536,13.20 %,71,27104483.34,7691.4,2009
Arkansas,Cleburne,05023,6959,6407,552,7.93 %,71,45847007.17,7155.77,2009
Arkansas,Cleveland,05025,1702,1592,110,6.46 %,70,12099521.84,7600.2,2009
Arkansas,Columbia,05027,4975,4468,507,10.19 %,70,36404913.17,8147.92,2009
Arkansas,Conway,05029,4514,3697,817,18.10 %,70,24183151.37,6541.29,2009
Arkansas,Craighead,05031,14535,13021,1514,10.42 %,69,98868901.8,7593.03,2009
Arkansas,Crawford,05033,10492,7033,3459,32.97 %,69,53405904.16,7593.62,2009
Arkansas,Crittenden,05035,7203,6044,1159,16.09 %,68,55723612.94,9219.66,2009
Arkansas,Cross,05037,3447,2893,554,16.07 %,70,21011862.37,7263,2009
Arkansas,Dallas,05039,1740,1554,186,10.69 %,71,12003806.03,7724.46,2009
Arkansas,Desha,05041,2565,2409,156,6.08 %,70,23790689.57,9875.75,2009
Arkansas,Drew,05043,3175,2979,196,6.17 %,70,26211556.55,8798.78,2009
Arkansas,Faulkner,05045,13467,12546,921,6.84 %,70,91694052.97,7308.63,2009
Arkansas,Franklin,05047,3661,2855,806,22.02 %,70,19336670.97,6772.91,2009
Arkansas,Fulton,05049,3047,2549,498,16.34 %,70,18549085.01,7277,2009
Arkansas,Garland,05051,23671,20615,3056,12.91 %,72,167382722.06,8119.46,2009
Arkansas,Grant,05053,2990,2734,256,8.56 %,70,23267547.51,8510.44,2009
Arkansas,Greene,05055,8032,6815,1217,15.15 %,69,55068562.17,8080.49,2009
Arkansas,Hempstead,05057,3970,3471,499,12.57 %,70,30232292.12,8709.97,2009
Arkansas,Hot Spring,05059,6332,5724,608,9.60 %,70,47426199.74,8285.5,2009
Arkansas,Howard,05061,2677,2378,299,11.17 %,70,19513783.4,8205.96,2009
Arkansas,Independence,05063,7290,6771,519,7.12 %,70,59841487.2,8837.91,2009
Arkansas,Izard,05065,3753,3203,550,14.65 %,70,22341329.87,6975.13,2009
Arkansas,Jackson,05067,3769,3543,226,6.00 %,69,32371210.51,9136.67,2009
Arkansas,Jefferson,05069,13152,10468,2684,20.41 %,70,80120510.8,7653.85,2009
Arkansas,Johnson,05071,4674,3697,977,20.90 %,69,23279407.07,6296.84,2009
Arkansas,Lafayette,05073,1664,1520,144,8.65 %,70,14660024.49,9644.75,2009
Arkansas,Lawrence,05075,4116,3663,453,11.01 %,70,29260442.75,7988.11,2009
Arkansas,Lee,05077,1951,1402,549,28.14 %,70,11552659.5,8240.13,2009
Arkansas,Lincoln,05079,2047,1745,302,14.75 %,70,13692359.85,7846.62,2009
